"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\MININT-66BN1Q1\Process(explorer)\Thread Count","\\MININT-66BN1Q1\System\System Calls/sec","\\MININT-66BN1Q1\Processor(_Total)\Interrupts/sec"
"02/12/2014 00:03:47.182","97"," "," "
"02/12/2014 00:03:48.183","97","4530.3126442367611","2584.5296106203427"
"02/12/2014 00:03:49.183","97","7817.7368228970599","3802.8719797233971"
"02/12/2014 00:03:50.183","97","8562.8312624159589","4607.909197385582"
"02/12/2014 00:03:51.183","97","5569.0137177455008","2963.0072985598704"
"02/12/2014 00:03:52.183","97","10240.12449225594","5197.5404896259533"
